,Unnamed: 0.1,Unnamed: 0,custAge,class,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded,label
4215,4215,4215,28.0,blue-collar,single,high.school,no,yes,no,cellular,apr,,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,999.0,0,yes,1
4216,4216,4216,25.0,student,single,,no,no,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,999.0,0,no,8
4217,4217,4217,46.0,self-employed,married,,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,6
4218,4218,4218,36.0,management,married,basic.4y,no,no,no,cellular,oct,mon,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,999.0,0,no,4
4219,4219,4219,29.0,technician,married,,no,yes,no,telephone,aug,,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no,9
4220,4220,4220,43.0,unemployed,married,high.school,no,no,no,cellular,aug,thu,4,3,2,success,-2.9,92.201,-31.4,0.873,5076.2,0.1,8,no,10
4221,4221,4221,,services,married,high.school,no,no,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,no,7
4222,4222,4222,45.0,technician,divorced,,no,yes,yes,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999.0,0,no,9
4223,4223,4223,32.0,admin.,single,university.degree,no,no,no,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,no,0
4224,4224,4224,,technician,married,unknown,no,no,no,cellular,nov,tue,3,999,0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,999.0,0,yes,9
4225,4225,4225,45.0,services,single,,no,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,no,7
4226,4226,4226,,admin.,single,high.school,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,no,0
4227,4227,4227,,blue-collar,married,high.school,unknown,yes,no,telephone,may,,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,no,1
4228,4228,4228,,technician,single,,no,yes,yes,cellular,mar,mon,1,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,999.0,0,no,9
4229,4229,4229,28.0,blue-collar,married,basic.4y,no,no,no,telephone,jun,,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,no,1
4230,4230,4230,48.0,unemployed,single,basic.9y,no,yes,no,cellular,apr,,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,0.066666667,1,yes,10
4231,4231,4231,60.0,technician,divorced,professional.course,unknown,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,9
4232,4232,4232,,services,married,high.school,no,no,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,999.0,2,no,7
4233,4233,4233,47.0,services,married,high.school,no,yes,yes,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,999.0,3,no,7
4234,4234,4234,39.0,admin.,married,university.degree,no,yes,no,cellular,may,mon,7,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,no,0
4235,4235,4235,,unknown,married,unknown,no,no,no,telephone,nov,,1,999,0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8,999.0,0,yes,11
4236,4236,4236,,admin.,single,university.degree,no,no,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999.0,0,no,0
4237,4237,4237,38.0,technician,married,professional.course,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no,9
4238,4238,4238,,technician,married,university.degree,no,no,no,cellular,may,,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,yes,9
4239,4239,4239,,blue-collar,married,,no,yes,no,telephone,jul,,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,1
4240,4240,4240,,admin.,married,,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999.0,0,no,0
4241,4241,4241,36.0,admin.,single,university.degree,no,no,no,cellular,jul,thu,40,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999.0,0,no,0
4242,4242,4242,40.0,admin.,married,university.degree,no,yes,no,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no,0
4243,4243,4243,,admin.,married,high.school,no,no,no,cellular,apr,wed,2,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,999.0,2,no,0
4244,4244,4244,58.0,retired,married,high.school,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999.0,0,no,5
4245,4245,4245,59.0,retired,divorced,,no,yes,no,cellular,may,fri,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,no,5
4246,4246,4246,37.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,no,1
4247,4247,4247,47.0,management,divorced,university.degree,no,no,no,telephone,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.343,5195.8,999.0,0,no,4
4248,4248,4248,32.0,admin.,married,high.school,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,no,0
4249,4249,4249,32.0,technician,single,,no,no,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,999.0,0,yes,9
4250,4250,4250,54.0,management,married,,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,no,4
4251,4251,4251,,unknown,married,unknown,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,no,11
4252,4252,4252,53.0,retired,divorced,high.school,no,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,no,5
4253,4253,4253,33.0,services,divorced,,no,yes,no,cellular,nov,,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,999.0,3,no,7
4254,4254,4254,19.0,student,single,basic.9y,no,no,no,cellular,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,999.0,0,no,8
4255,4255,4255,,entrepreneur,married,university.degree,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999.0,0,no,2
4256,4256,4256,47.0,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,1
4257,4257,4257,39.0,blue-collar,married,basic.9y,no,yes,yes,telephone,jul,fri,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,no,1
4258,4258,4258,58.0,management,married,basic.9y,no,yes,no,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,no,4
4259,4259,4259,,management,married,high.school,unknown,no,no,cellular,may,mon,5,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999.0,4,no,4
4260,4260,4260,,entrepreneur,married,university.degree,no,no,no,telephone,may,mon,39,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,no,2
4261,4261,4261,,management,married,high.school,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999.0,0,no,4
4262,4262,4262,,entrepreneur,married,,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,no,2
4263,4263,4263,51.0,admin.,divorced,,no,yes,no,cellular,aug,thu,6,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,no,0
4264,4264,4264,41.0,self-employed,married,university.degree,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,6
4265,4265,4265,29.0,student,single,,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no,8
4266,4266,4266,54.0,housemaid,married,professional.course,no,no,no,telephone,oct,mon,3,999,1,failure,-3.4,92.431,-26.9,0.739,5017.5,999.0,2,no,3
4267,4267,4267,34.0,admin.,married,high.school,no,yes,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,0
4268,4268,4268,47.0,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,no,1
4269,4269,4269,36.0,blue-collar,married,basic.9y,no,no,yes,cellular,nov,,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,no,1
4270,4270,4270,,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,999.0,3,no,1
4271,4271,4271,29.0,admin.,single,university.degree,no,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,no,0
4272,4272,4272,31.0,blue-collar,single,,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,1
4273,4273,4273,,management,married,,no,yes,yes,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no,4
4274,4274,4274,,admin.,single,university.degree,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,no,0
4275,4275,4275,49.0,admin.,married,high.school,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,no,0
4276,4276,4276,34.0,admin.,single,university.degree,no,no,no,cellular,nov,thu,1,6,1,success,-3.4,92.649,-30.1,0.714,5017.5,0.2,2,yes,0
4277,4277,4277,,services,married,high.school,no,no,no,telephone,may,,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,no,7
4278,4278,4278,,admin.,married,university.degree,no,yes,no,telephone,may,,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,0
4279,4279,4279,32.0,self-employed,single,,unknown,yes,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999.0,0,no,6
4280,4280,4280,56.0,admin.,married,,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,0
4281,4281,4281,34.0,technician,married,university.degree,no,yes,no,cellular,aug,fri,3,999,0,nonexistent,-2.9,92.201,-31.4,0.825,5076.2,999.0,0,no,9
4282,4282,4282,49.0,management,divorced,,no,yes,no,telephone,aug,mon,1,999,0,nonexistent,-1.7,94.027,-38.3,0.888,4991.6,999.0,0,no,4
4283,4283,4283,,admin.,single,,unknown,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999.0,0,no,0
4284,4284,4284,59.0,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,0
4285,4285,4285,,technician,married,basic.9y,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999.0,0,no,9
4286,4286,4286,39.0,technician,married,,no,yes,no,cellular,jul,,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999.0,0,no,9
4287,4287,4287,,blue-collar,married,basic.6y,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,no,1
4288,4288,4288,,admin.,married,,no,yes,no,cellular,nov,,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,no,0
4289,4289,4289,,admin.,married,high.school,no,yes,yes,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,0
4290,4290,4290,35.0,self-employed,married,basic.9y,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,no,6
4291,4291,4291,35.0,management,married,,no,no,no,cellular,nov,tue,3,7,3,failure,-3.4,92.649,-30.1,0.716,5017.5,0.233333333,9,no,4
4292,4292,4292,31.0,admin.,single,university.degree,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999.0,0,no,0
4293,4293,4293,44.0,blue-collar,married,,no,yes,yes,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,no,1
4294,4294,4294,,technician,married,,no,no,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,9
4295,4295,4295,63.0,technician,married,,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,999.0,0,no,9
4296,4296,4296,51.0,admin.,divorced,,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,no,0
4297,4297,4297,36.0,services,married,basic.6y,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,7
4298,4298,4298,42.0,self-employed,married,,no,yes,no,cellular,jun,wed,1,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,0.1,6,yes,6
4299,4299,4299,46.0,admin.,married,professional.course,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999.0,0,no,0
4300,4300,4300,36.0,technician,single,,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,9
4301,4301,4301,29.0,admin.,single,university.degree,no,yes,no,cellular,aug,thu,20,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,no,0
4302,4302,4302,,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,no,1
4303,4303,4303,56.0,housemaid,married,,unknown,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,no,3
4304,4304,4304,,management,single,university.degree,no,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999.0,0,no,4
4305,4305,4305,34.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,1
4306,4306,4306,57.0,self-employed,married,basic.4y,no,yes,no,telephone,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999.0,5,no,6
4307,4307,4307,39.0,unemployed,married,,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,10
4308,4308,4308,48.0,blue-collar,married,,no,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999.0,0,no,1
4309,4309,4309,29.0,entrepreneur,married,basic.9y,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,no,2
4310,4310,4310,41.0,blue-collar,married,,unknown,yes,no,telephone,may,,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,1
4311,4311,4311,35.0,technician,married,professional.course,no,yes,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,9
4312,4312,4312,41.0,blue-collar,married,,unknown,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999.0,0,no,1
4313,4313,4313,45.0,entrepreneur,married,,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,2
4314,4314,4314,34.0,blue-collar,married,professional.course,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no,1
4315,4315,4315,47.0,admin.,married,university.degree,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no,0
4316,4316,4316,27.0,admin.,single,university.degree,no,yes,no,cellular,aug,,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,999.0,0,no,0
4317,4317,4317,40.0,admin.,single,high.school,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,999.0,0,yes,0
4318,4318,4318,45.0,services,married,,unknown,yes,no,telephone,may,,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,7
4319,4319,4319,33.0,admin.,single,university.degree,no,yes,yes,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,no,0
4320,4320,4320,47.0,technician,married,professional.course,no,yes,no,cellular,jul,thu,33,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999.0,0,no,9
4321,4321,4321,32.0,blue-collar,single,high.school,no,unknown,unknown,cellular,nov,,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,no,1
4322,4322,4322,26.0,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,no,1
4323,4323,4323,,technician,married,high.school,no,no,no,cellular,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no,9
4324,4324,4324,,student,single,,no,no,no,telephone,sep,tue,2,999,0,nonexistent,-1.1,94.199,-37.5,0.88,4963.6,999.0,0,no,8
4325,4325,4325,,blue-collar,single,,no,no,no,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999.0,2,no,1
4326,4326,4326,32.0,housemaid,married,,no,yes,no,cellular,aug,mon,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,3
4327,4327,4327,,admin.,single,university.degree,no,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,999.0,0,no,0
4328,4328,4328,22.0,technician,married,basic.9y,unknown,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,9
4329,4329,4329,37.0,technician,married,professional.course,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no,9
4330,4330,4330,37.0,technician,single,,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,no,9
4331,4331,4331,,technician,married,university.degree,no,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999.0,0,no,9
4332,4332,4332,48.0,blue-collar,married,basic.9y,no,no,yes,cellular,may,,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,999.0,0,no,1
4333,4333,4333,,admin.,single,,no,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999.0,0,no,0
4334,4334,4334,,blue-collar,married,basic.6y,no,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999.0,0,no,1
4335,4335,4335,71.0,retired,married,basic.4y,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,999.0,0,yes,5
4336,4336,4336,40.0,management,married,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999.0,0,no,4
4337,4337,4337,24.0,services,married,high.school,no,yes,no,telephone,jun,mon,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999.0,0,no,7
4338,4338,4338,36.0,technician,single,university.degree,no,no,no,cellular,may,thu,4,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999.0,0,no,9
4339,4339,4339,29.0,admin.,single,,no,yes,yes,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no,0
4340,4340,4340,36.0,admin.,single,,no,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999.0,0,no,0
4341,4341,4341,29.0,technician,single,professional.course,unknown,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,9
4342,4342,4342,30.0,technician,single,high.school,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,9
4343,4343,4343,48.0,entrepreneur,married,university.degree,no,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,999.0,0,yes,2
4344,4344,4344,41.0,blue-collar,married,basic.6y,unknown,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,1
4345,4345,4345,31.0,technician,single,high.school,no,no,no,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999.0,2,no,9
4346,4346,4346,34.0,admin.,married,,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,0
4347,4347,4347,66.0,retired,married,basic.4y,no,yes,no,cellular,apr,tue,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999.0,1,no,5
4348,4348,4348,48.0,unemployed,married,basic.4y,unknown,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999.0,0,no,10
4349,4349,4349,40.0,admin.,married,university.degree,no,no,no,cellular,nov,fri,2,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,999.0,1,no,0
4350,4350,4350,,blue-collar,married,,unknown,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999.0,0,no,1
4351,4351,4351,,entrepreneur,married,basic.9y,no,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,no,2
4352,4352,4352,22.0,student,single,,no,yes,no,telephone,jul,mon,12,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,no,8
4353,4353,4353,27.0,services,single,,no,yes,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,7
4354,4354,4354,29.0,self-employed,married,,no,no,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,no,6
4355,4355,4355,39.0,housemaid,married,university.degree,no,no,no,telephone,jun,,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,3
4356,4356,4356,25.0,admin.,single,university.degree,no,no,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,999.0,0,yes,0
4357,4357,4357,38.0,technician,single,professional.course,unknown,yes,no,telephone,jun,,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999.0,0,no,9
4358,4358,4358,39.0,management,married,high.school,no,yes,yes,telephone,may,tue,10,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,4
4359,4359,4359,30.0,admin.,single,high.school,no,no,yes,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,no,0
4360,4360,4360,61.0,retired,married,basic.9y,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,999.0,0,no,5
4361,4361,4361,40.0,entrepreneur,single,high.school,no,no,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,2
4362,4362,4362,44.0,technician,divorced,professional.course,unknown,yes,no,cellular,apr,thu,3,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,999.0,0,no,9
4363,4363,4363,,entrepreneur,single,basic.6y,no,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999.0,0,yes,2
4364,4364,4364,36.0,admin.,married,high.school,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.4,5099.1,999.0,0,no,0
4365,4365,4365,,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999.0,0,no,3
4366,4366,4366,37.0,technician,single,university.degree,no,yes,yes,cellular,aug,thu,2,4,1,success,-2.9,92.201,-31.4,0.873,5076.2,0.133333333,1,no,9
4367,4367,4367,31.0,admin.,married,university.degree,no,unknown,unknown,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,999.0,0,yes,0
4368,4368,4368,36.0,admin.,single,,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999.0,0,no,0
4369,4369,4369,46.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,1
4370,4370,4370,,services,single,,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,no,7
4371,4371,4371,,technician,single,,unknown,no,yes,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,no,9
4372,4372,4372,28.0,technician,single,professional.course,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999.0,0,no,9
4373,4373,4373,49.0,admin.,married,,unknown,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,no,0
4374,4374,4374,30.0,blue-collar,married,high.school,no,no,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,999.0,0,yes,1
4375,4375,4375,35.0,admin.,single,high.school,no,no,yes,cellular,nov,,2,7,2,failure,-3.4,92.649,-30.1,0.715,5017.5,0.233333333,4,no,0
4376,4376,4376,47.0,blue-collar,married,,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,1
4377,4377,4377,27.0,unknown,single,university.degree,no,yes,no,cellular,jun,wed,4,3,2,success,-1.7,94.055,-39.8,0.767,4991.6,0.1,6,yes,11
4378,4378,4378,,admin.,single,university.degree,no,no,no,cellular,may,,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999.0,0,no,0
4379,4379,4379,38.0,services,divorced,,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,no,7
4380,4380,4380,26.0,services,single,high.school,no,no,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,no,7
4381,4381,4381,40.0,technician,married,,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,9
4382,4382,4382,38.0,services,single,,no,yes,no,cellular,may,,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999.0,0,yes,7
